source,title,link,published_at,asset,sentiment_category,category_score,bullish_score,bearish_score,regulatory_score,security_score,confidence,market_impact,bullish_matches,bearish_matches,regulatory_matches,security_matches,classification_reason,source_weight,recency_weight,confidence_weight,weighted_news_score,directional_news_score
decrypt,Stablecoins Have ‘Increasing Relevance’ in Illicit Amazon Gold Trade: GI-TOC,https://decrypt.co/360887/stablecoins-have-increasing-relevance-in-illicit-amazon-gold-trade-gi-toc,2026-03-12 18:01:02+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Bitcoin Is Rising While Bonds and Stocks Struggle—Here's Why,https://decrypt.co/360888/bitcoin-rising-bonds-stocks-struggle-why-coinshares,2026-03-12 17:57:09+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,"Paraguay Adopts Stricter Crypto Oversight, Mandates Detailed Transaction on Bitcoin Reporting",https://bitcoinmagazine.com/news/paraguay-adopts-stricter-crypto-oversight,2026-03-12 17:56:36+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
decrypt,JPMorgan Sued for Allegedly Enabling $328 Million Crypto 'Ponzi Scheme',https://decrypt.co/360908/jpmorgan-sued-328-million-crypto-ponzi-scheme,2026-03-12 17:17:30+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
bitcoin_magazine,Corporate Bitcoin Holdings Hit Record High as Institutions Accumulate 2.8x Mining Supply: Report,https://bitcoinmagazine.com/news/corporate-bitcoin-holdings-hit-record-high,2026-03-12 17:06:50+00:00,BTC-USD,Bullish,2,2,0,0,0,Medium,Positive,record,,,,Bullish has the highest score with a clear margin.,0.95,0.7,0.75,0.9975,0.9975
decrypt,How Alkimi is Fixing the ‘Opaque’ Online Advertising Model With AdFi,https://decrypt.co/360864/how-alkimi-is-fixing-the-opaque-online-advertising-model-with-adfi,2026-03-12 17:00:09+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Senate Overwhelmingly Passes CBDC Ban Attached to Bipartisan Housing Bill,https://decrypt.co/360905/senate-overwhelmingly-passes-cbdc-ban-bipartisan-housing-bill,2026-03-12 16:59:38+00:00,MARKET,Regulatory,4,0,0,4,0,Medium,Neutral,,,ban,,Regulatory has the highest score with a clear margin.,1.0,0.7,0.75,2.1,0.0
decrypt,BitMine's Tom Lee Joins Eightco Board as ORBS Stock Jumps on $125 Million Fundraise,https://decrypt.co/360894/bitmines-tom-lee-joins-eightco-board-stock-jumps-125m-fundraise,2026-03-12 16:38:04+00:00,MARKET,Bullish,2,2,0,0,0,Medium,Positive,jumps,,,,Bullish has the highest score with a clear margin.,1.0,0.7,0.75,1.05,1.05
bitcoin_magazine,3rd Bitcoin Golf Championship Lands at Bali Hai Golf Club Before Bitcoin 2026 Vegas Conference,https://bitcoinmagazine.com/industry-events/3rd-bitcoin-golf-championship-lands-at-bali-hai-golf-club-before-bitcoin-2026-conference,2026-03-12 14:29:00+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,0.95,0.7,0.5,0.0,0.0
bitcoin_magazine,Binance: U.S. Midterms Historically Followed by Strong Bitcoin Gains,https://bitcoinmagazine.com/news/binance-u-s-midterms-bitcoin-gains,2026-03-12 14:19:18+00:00,BTC-USD,Bullish,3,3,0,0,0,Medium,Positive,"strong, gains",,,,Bullish has the highest score with a clear margin.,0.95,0.7,0.75,1.4962,1.4962
decrypt,Tether Backs Ark Labs’ $5.2 Million Bet on Bitcoin’s Stablecoin Revival,https://decrypt.co/360773/tether-backs-ark-labs-bet-on-bitcoins-stablecoin-revival,2026-03-12 13:01:17+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,MoonPay X Games League Athletes Will Be Offered Exodus Stablecoin Bonus,https://decrypt.co/360762/moonpay-offers-stablecoin-bonuses-athletes-x-games-league-push,2026-03-12 13:01:07+00:00,MARKET,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,New BlackRock Staked Ethereum Fund to Pay 82% of Rewards to Investors,https://decrypt.co/360756/new-blackrock-staked-ethereum-fund,2026-03-12 13:00:51+00:00,ETH-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Singapore Jails Man Over $6.9M SafeX Crypto Theft Case,https://decrypt.co/360861/singapore-jails-man-over-6-9m-safex-crypto-theft-case,2026-03-12 12:27:19+00:00,MARKET,Security,5,0,0,0,5,High,Negative,,,,theft,Security-related keywords strongly dominate the headline.,1.0,0.7,1.0,3.5,-3.5
decrypt,"Morning Minute: Ripple Buybacks, Across Explores Token-to-Equity Swaps",https://decrypt.co/360856/morning-minute-ripple-buy-backs-across-explores-token-to-equity-swaps,2026-03-12 12:05:44+00:00,XRP-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
decrypt,Bitcoin Recovers Above $70K as Tanker Attacks Push Oil Back Over $100,https://decrypt.co/360845/bitcoin-recovers-above-70k-as-tanker-attacks-push-oil-back-over-100,2026-03-12 11:54:30+00:00,BTC-USD,Neutral,0,0,0,0,0,Low,Neutral,,,,,No category keywords matched the headline.,1.0,0.7,0.5,0.0,0.0
